sentence,gpt_labels,warning,log
"En indien de jagt of de visscherij gesloten waren, indien hij geen honden af te rigten had, indien zijne kennissen door een of ander toeval minder trouw de sociëteit berochten, - dan ging Mel wel eens afscheid nemen bij Kas met een luchtig: ‘'k Krijg het land en snij er eens uit, denkelijk voor een week of drie.","[(67, 73, 'animals')]",False,
"De kleine Water-Rallen houden het, gelyk alle Rallen, tegen de honden zo lang uit, dat de Jaager ze menigmaal met de hand kan grypen, of met een stok doodslaan; wanneer 'er eenig houtgewas zich in hunnen weg opdoet, vliegen zy 'er in, en zien uit die veilige wykplaats op de honden neder; dit hebben zy gemeen met den grooten Water-Ral; ook duikelen zy in het water, en zwemmen een tyd lang onder 't zelve voort, als zulks noodig is, om zich aan 't oog der vervolgende vyanden te onttrekken.",[],True,Multiple occurrences of 'honden' (animals); Multiple occurrences of 'Water-Ral' (animals)
"Het Madelieve-kruid alleen, ofte ook wel met Byvoet gemengd, en gestoten, geneest de Krop- en Kliergezwellen.","[(4, 19, 'plants'), (45, 51, 'plants')]",False,
"In deser maniere sal ick u die schote voorstellen, van Oost ende West, dat hy door twee Capen, dat zijn twee Polen, altoos om den gheheelen Aerdtbodem sult weten waer ghy zijt, in Longitudo, te weten, van Oost ende West, d'eene is den Noordt-Pole ende is onsichbaer, welcke werdt bekendt door die naeste ficxe Sterre daerom loopende, ghenaemt by de Piloten die Leystarre, ten tweedden door die twee achterste wielen van den Wagen.",[],False,
"De mijne was een goed wijf, doch verre van mooi.",[],False,
"Ontaardt alzoo eenige famille van plant of dier, dan is die omstandigheid vaak een onbedriegelijk voorteeken van algeheelen ondergang harer soort.","[(34, 39, 'plants'), (43, 47, 'animals')]",False,
"antiq, p. 199, luidt in zijn geheel aldus: l. afranius cerealis L(ibertus) eros inni aug domo tarracone ospitalis a gallo gallinaceo etc. Het is een grafschrift voor Eros, voor zijn vrouw Afrania Procula, insgelijks Cerealis L(iberta) en hun dochtertje Afrania Urania, elf jaar oud.","[(116, 132, 'animals')]",False,
"Moet ook niet een mensch graag, en de lusten aangezet worden, die daar voor zich een Schildery ziet bangen, waar in twee jongens, als bedelaars, aan schoone rype vruchten vallen, en voornaamentlyk den een, welke zeer smaakelyk in het stuk van een frissche meloen byt; en d'ander in een bos blaauwe druiven, dat hem het sap by de kin neêr op zyn bloote borst druipt?","[(256, 262, 'plants'), (298, 305, 'plants')]",False,
"Hangen neerwaerts, gelijck de Hop, en geven binnens Iaers meenighten van Vrughten.","[(30, 33, 'plants')]",False,
waar deze Visch het zeekerste is aan te treffen 122.,"[(10, 15, 'animals')]",False,
"Toen de twee wandelaars zich omwendden, zagen zij messire de Champaigney, die een prachtigen vos bereed, opdagen.","[(93, 96, 'animals')]",False,
"Een hemel is bequaem door dorr' en lange wegen, Een grooten oliphant om eer te mogen plegen, Een paert om ras te gaen, een groene crocodijl Om met een jonge vrou te spelen in den Nijl Een trage schilt-padts tret sal Eva dan behagen Als sy een teere vrucht sal in de leden dragen.","[(60, 68, 'animals'), (97, 102, 'animals'), (130, 139, 'animals'), (194, 204, 'animals')]",False,
Voor Pestilentie en Dieren tijt.,"[(20, 26, 'animals')]",False,
"Ons Herte is al dickwils ghelijck aen hun, en aen den witten Swaen, die het swert vleesch over-kleedt met sijn suyvere pluymen en sneeuw-witte vederen: jae soo dickwils als ick sie een schoon bloosende appeltjen, dat vanden worm, die binnen sit, is af-ghesteken, dan dunckt my dat ick een Sinne-beeldt hebbe van het Herte daer ick af-schryve: want die naer het buytendste soude willen vonnis strycken, soude het een goet appeltjen, en een Godtvruchtigh Herte oordeelen te wesen, maer soo hy't een weenich van binnen door-snuffelt hy sal haest van ghevoelen veranderen door de wormen en serpenten die daer in schuylen.",[],True,Multiple occurrences of 'appeltjen' (plants); Multiple occurrences of 'Herte' (animals); Multiple occurrences of 'worm' (animals)
"Al had Pompile voorgesteld het jonge-mensch te villen of te skalpeeren, de schrik van Wilkens kon niet grooter geweest zyn.",[],False,
"Van Mander, Gulden Harpe, bl. 213; Daer buyten zijn die vuyle honden coen, Die Tovenaers, en dat oncuysch aertsoen.","[(62, 68, 'animals')]",False,
"LAet ons met herten reyne, Loven dat zoete Kindeken kleyne, Het brengt ons uyt den weyne.",[],False,
"Het was slooven van den ochtend tot den avond; maar al kwam de wildzang, dien zij tot tweeden man had kunnen krijgen, hare deur voorbij met een dametje, toegetakeld als eene prinses uit een paardenspel, zij zuchtte niet; maar al bleef de fijmelaar, die haar droog te huis bragt, voor haar venster drentelen, zij wierp hem geen oogje toe; gerrit stond haar levendiger voor den geest dan ooit!","[(63, 71, 'animals')]",False,
(Tuinbouw-flora van Nederland en zijne overz.,[],False,
"den sesten September, heel uytgehongert in Engelant gearriveert, want sy in ’t laetste anders niet dan zee-gras met Ongel koockten, ende Huyden van Beesten moesten eten.","[(103, 111, 'plants'), (116, 121, 'animals'), (148, 155, 'animals')]",False,
"Men vindt er velden, wijnstokken, bosschen, boomgaarden, vette weilanden door boschjes beschaduwd en door heesters van onderscheiden soort omgeven, wier frischheid de waterkant onderhoudt; eene hooge terras met eene dubbele rij boomen omzoomt het eiland in deszelfs geheele lengte en in het midden van deze terras staat een aardige koepel, waar de bewoners van de naburige oevers zich verzamelen en gedurende den wijnoogst des zondags komen dansen.","[(13, 19, 'plants'), (21, 32, 'plants'), (34, 42, 'plants'), (44, 55, 'plants'), (63, 72, 'plants'), (78, 86, 'plants'), (106, 114, 'plants'), (228, 234, 'plants')]",False,
"Ey neemt 't Lavendel schilt, gesmeet op d'Amstel stromen, En van Levende form doet een ghetuychenis.","[(12, 20, 'plants')]",False,
"(vroeg den Kastelyn van Spitsbergen, wiens gesteltenis zo brandent is, gelyk als den Olie van Ysschotsen) waarom zou hy dat Medors Amandelmelkje, dat de schoone Angelika innam op de punt van een Snoeimes, zo wel niet bezitten als den Ontleeder der Gebreeken, of zyns gelyken?","[(131, 142, 'plants')]",False,
"Want den Godlosen die en zijn anders niet, Dan stof dat haest van die wint wech vliet, Sy zijn niet dan caf in al haer verheven Dat van de lucht hene weer wordt ghedreven, Onghestadigh haer doen en bedrijf, Nu wel ghepronckt, dan een vuyl stinckent lijf, Dan heerlijc staen, en prachtigh uytgestreecken, Wel haest sietmen daer af gheblijck noch teecken.",[],False,
"In plaats van de organische beweging der natuur, de mechanische der ijzeren kooi.",[],False,
"Wij verwijzen hier verder naar Stier, en herinneren bovendien nog den strijd, dien de Apostel te voeren had tegen de Joodschgezinde partij, die zich onophoudelijk in de, van hem of zijn standpunt uitgaande, stichtingen indrong, en verdeeldheid in haren boezem zaaide.","[(31, 36, 'animals')]",False,
"Dr T.C. Winkler, die de zoo nuttige Losse Blaadjes voor de bezoekers van den Amsterdamschen dierentuin bewerkt, heeft bij de Erven Loosjes te Haarlem een paar kleine werkjes uitgegeven, ten titel voerende Het Paard (82 blz.) en De Ezel, het Muildier en de Muilezel.","[(209, 214, 'animals'), (231, 235, 'animals'), (241, 249, 'animals'), (256, 264, 'animals')]",False,
"En ook voor scheepstimmerwerven maakte de Ark, als het eerste bekende schip, een zeer bekwaam figuur.",[],False,
"’ ‘Ik had geen kwaad in den zin,’ jokte de poes.","[(43, 47, 'animals')]",False,
"Och dat de gheest des Heeren Van boven in ons quam, Om ons wegh te regeeren, Na den wil van het Lam, Die ons misdaedt wech nam, Want zijn lust en behaghen Was om te moghen draghen Ons schult aen 't Cruyces stam.","[(96, 99, 'animals')]",False,
"Wat zijne inventiën aangaat, zijn geest vermeide zich toen in 't vernuft der rederijkers, en even als dezer kunst van retorijke bracht zijn graafijzer gaarne allegorische en vernuftige zaken voort en plaatste een ‘sinneke’ in zijn tafereel, zooals b.v. een vrouwtje met slangen en duiven, naar de gelijkenis van Jezus, en in 't verschiet dezen voor Pilatus staande, een sinneke van: eenvoudig te zijn als de duiven en voorzichtig als de slangen.",[],True,Multiple occurrences of 'slangen' (animals); Multiple occurrences of 'duiven' (animals)
het is een Automaat!” riep hij verwonderd uit: “uit mijn venster was ik er volstrekt in bedrogen; ik hield het voor een levenden vogel.,"[(129, 134, 'animals')]",False,
"De hond was zijne vroegere meesteres niet gevolgd, en had zich, als gehoorzamend aan een stil bevel, voor de voeten van Josephine uitgestrekt.","[(3, 7, 'animals')]",False,
"In Liefden daer Groyen oock alle goede vruchten// wel: Maer waer Iudas zijnen aert// baert// elck in onvrede leeft: Invidiae fenijn doet de vrede haest vluchten// snel: Ioabs verradelick cussen noch t'allen Steden// cleeft: Aen t' Arents gebroetsel, t'welc menich hert duersneden// heeft: Duer den versierden paeys die vol dootlick afgrijsen// is: Hier van ons den Regele nu claerlick reden// geeft, Voor een beveynsde Paeys, een rechte krijgh te prijsen// is.","[(16, 22, 'plants'), (231, 248, 'animals')]",False,
"Na deze kwamen wederom eenige burgers en vervolgens het voorname doel van het gejuich en de menigte, het voorwerp van het luid opstijgend hoezee en verdoovend handgeklap, de Hof-Beer, met bloemen opgeschikt als een paaschlam en statig voort-kuierende (zoo statig als een varken mogelijk is) tusschen twee Bodens van de Utrechtsche Magistraat, die de twee einden vasthielden van een cierlijk lint, dat aan de hals van het beest vast gestrikt was; doch dit was slechts pro forma; want degene die de gangen van het varken werkelijk bestuurde, was een kloek landman, zindelijk na zijnen stand gekleed: deze was de voormalige eigenaar van het beest, en joan herkende alras in hem zijnen gullen gastheer gheryt maessen.",[],True,Multiple occurrences of 'varken' (animals); Multiple occurrences of 'beest' (animals)
"De vruchtboomen stonden in vollen bloesem; - de aardbeziën gloeiden mij uit het donker gebladerte toe; - de hoven waren besneeuwd van bloemen; - de wilde jasmijn balsemde de lucht met hare geuren, en de spotvogels vergoedden door de verscheidenheid hunner toonen, den ontbrekenden wildzang van ons woud.","[(3, 15, 'plants'), (48, 58, 'plants'), (134, 141, 'plants'), (148, 161, 'plants'), (203, 213, 'animals')]",False,
"Jesus sittende op eenen Ezel gaet met groote heerlyckheyt binnen Jerusalem, ende predickt in den Tempel.","[(24, 28, 'animals')]",False,
"Onder de laatsten bevinden zig ettelyke onbekenden, gelyk mede 70 Heester Gewassen, in vollen groei, en in enen zeer goeden staat overgekomen.","[(66, 82, 'plants')]",False,
"gy meent het ook,’ riep de jonge bezembinder.",[],False,
"Turbith of turpethum, vreemde purgeerende Heemst.","[(0, 7, 'plants'), (42, 48, 'plants')]",False,
"Dit toegevouwen, met de randen aaneengegroeide en alzoo een goed gesloten holte vormende blad, 'twelk, hoewel klein, in dien toestand reeds in de bloem, voor elk gemakkelijk herkenbaar, als stamper aanwezig is, bestemde de Natuur tot veilige woning voor de nakomelingen der oude plant; dáárin ontwikkelden zich de eitjes, tot dáárin baande de tot een buis verlengde stuifmeelkorrel zich een weg, dáárin wordt kort daarna het jonge individu geboren; immers, wij zagen, dat in de zaadkorrel reeds de jonge plant, geheel ten leven toegerust, aanwezig is, en dáárin zal het verblijven, om erdoor gevoed te worden tot het voor een zelfstandig bestaan geschikt geworden is.",[],True,Multiple occurrences of 'plant' (plants)
"In het opklimmen had men echter veel hulp van eene kleine blauwe bloem, zoo iets gelijk ons vergeet-me-nietje, maar natuurlijk kolossaler, wier wortels zich ijzervast in de spleten der rotsen ketenden, en wier stengels langs de wanden naar beneden hingen.","[(51, 70, 'plants'), (92, 109, 'plants')]",False,
"Zij toch kunnen als vliegende bloemen beschouwd worden, en hebben met die des velds dezelfde strekking tot onze verheuging.",[],False,
"Even als nijvere bijen, die ‘'t eêlste dat zij lezen’ bij elkander gâren ‘om d'ouden stok te voên,’ hadden de leden van dit hooge Regterlijke collegie, dankbaar voor de vergunning hun door den Minister geschonken om een aanbevelingslijst op te maken, met de uiterste zorg het edelste wat de regterlijke magt in ons land kon opleveren bij elkander gegaard.","[(17, 22, 'animals')]",False,
Eene levende satyre op den eeuwigen vrede en de onvervreemdbare vrijheid des menschen; maar een noodzakelijk voorbehoedmiddel voor de menschheid.,[],False,
"Den Leeu spreckt bly-gemoet; sa gasten valt aen't villen; Hout maer de huyt voor my, gy vry den Wolf moocht pillen T'is goet dat ick soo haest, en licht gedient kan syn: Ick kan ghenesen syn oock sonder wee, oft pyn.","[(4, 8, 'animals'), (96, 100, 'animals')]",False,
"’ Het hooge woord was er eindelijk uit, en Kees was slim genoeg, om het visken niet ten tweedenmale te laten ontglippen.","[(72, 78, 'animals')]",False,
"In het Penzioen schetste hij luimig zijn lot als balling, eerst in Engeland, daarna te Brunswyk, onder het beeld van eene kat, die vroeger getrouw in het verdrijven van rat en muis, nu door eene nieuwe keukenmaagd onbarmhartig de deur is uitgejaagd; daarop naar het eiland Cyprus de wijk neemt, maar ook daar, niettegenstaande vroegere diensten van het kattenras aldaar tegen de slangen bewezen, geen troost vindt, tot dat zijeindelijk in een bosch minzaam onthaald wordt door een Inkhoorn, doch van het gastvrije dier een eenig hazelnootje daags voor haar onderhoud ontvangt.",[],True,Multiple occurrences of 'kat' (animals)
"Maer sy, geen slechte duyf, had mede loose grepen, Als die op syn bedrijf de tanden had geslepen; Sy riep hem vveder toe, dat sy met rosen vocht, En datse ja den steel oock vvel gebruycken mocht.","[(133, 138, 'plants'), (22, 26, 'animals')]",False,
- En thans weêr komt zij bloemen spreiden: bloemen der aarde; maar ook de geurige bloemen in het hart ontloken - de zuiverste en vurigste beden.,[],True,Multiple occurrences of 'bloemen' (plants); Multiple occurrences of 'bloemen' (plants)
"Den stierman kan het roer niet dwingen door den stroom, Den wind scheurt in het bosch de takken van den boom.","[(104, 108, 'plants'), (4, 12, 'animals')]",False,
"Niettemin zou het voor Amerika een bezuiniging zijn, zoo de regeering al die speculanten op staatskosten in Parijs deed wonen en daar geld liet verteren, op voorwaarde dat ze de bosschen nu verder spaarden, of slechts verstandig en gematigd kapten.","[(178, 186, 'plants')]",False,
"Maer wat hy dee of wat hy liet, Het Slot bleef toe, ten acht hem niet, Somtijds scheen het hem te bewegen, Maer strack sprong hem de veer weer tegen.",[],False,
"Verlede hulp pord de benerde sinnen, In allen tegenspoed, het hert te winnen Van die u eens behieuw.","[(62, 66, 'animals')]",False,
"Boomen en planten, bleek gekleurd van het stof, treuren over hun verwelkten dos, de bloemen neigen hare veelkleurige kelken kwijnend ter aarde, het gras is verdord.","[(0, 6, 'plants'), (10, 17, 'plants'), (84, 91, 'plants'), (148, 152, 'plants')]",False,
Van de Boomen en Heesters.,"[(7, 13, 'plants'), (17, 25, 'plants')]",False,
"Als 't God behaagen sal de silv're koord' te ontlitsen, En 't rif van een te ritsen, (Dat God nog lang verhoed.) Hy kloof de Stryd-Jordaan, door Jesus dierbaar bloet; Om met Elias, op geswinde wagen-wielen Naar 't huis der zaal'ge Zielen Het Lam te volgen na, Regt hemelwaarts, car qui va droit ne manque pas.","[(242, 245, 'animals')]",False,
"Een wassend gras dat haest werd neer geslaegen, Een bloem in ’t veld van heugelijcken schijn: Maer laet den tijd een weynigh meer verspaeyen En over gras en bloem de winden waeyen, Men weet haest niet waer sy gebleven sijn.",[],True,Multiple occurrences of 'gras' (plants); Multiple occurrences of 'bloem' (plants)
"Het is eene uitgemaakte zaak, dat de Duitschers alleen afdoende maatregelen tot vernieling der sprinkhanen hebben weten aan te wenden; dat zij in de Steppen de aardappelteelt hebben ingevoerd; dat zij zich op het uitroeijen der slangen hebben toegelegd, dat zij het bouwland op de beste wijs weten toe te bereiden, en dat, in alle jaren van hongersnood, de Grieken en zelfs de Russen tot hen hunne toevlugt hebben moeten nemen.","[(160, 169, 'plants'), (95, 106, 'animals'), (228, 235, 'animals')]",False,
"Eene vouw in een kleed, de huid van een mensch, of dier, enz.: zijn aangezigt is vol van plooijen en rimpels.","[(51, 55, 'animals')]",False,
"De tijd heeft de ramp thans schier onkenbaar gemaakt, en de altijd milde en tooiende plantengroei heeft al het afgrijselijke van het tooneel uitgewischt.","[(85, 97, 'plants')]",False,
"Die Wet was luister-schoon aan Israël gegeven; Wat Zeden, Kerkgebaar, en eigen Lantrecht raakt: Maar by verloop des tijds veel smetten aangewreven, Door Menschen-vonden en verdraeyingen mismaakt: Een Kemel zwelgen, en het zwaarste deel der Wet Slaan stoutlijk in den Wind, Gods gramschap niet ontziende, En heeft die zoo aan 't Volk verkieskaut voorgezet.","[(200, 205, 'animals')]",False,
"In hare wooning sal een schat Van veel goets en rijckdom overvloeyen, Haer vee sal werden vet en glat, Haer gerechtigheyt sal eeuwigh groeyen, Al is het duyster, 't licht Blijft steeds voor haer gesicht.",[],True,Multiple occurrences of 'vee' (animals)
zijn dit de lieve reen?,[],True,'reeën' (animals) not found
"Den Ontleeder der Gebreeken, begon zo hartelyk te lacghen, gelyk als een Gattinois Edelman, die Saffraan Oogst; doch hy verwonderde zig nog meer over het Antwoord, van myn Heer, dan hy lacghte over de Openhartigheyt van Mevrouw, went het Doof Heerschap, wiens Doofheyt doorboort was, door 't Foret van haar Tongetje, repliceerde aldus; Ik weet wel, Madame, dat een Juffer meer Openingen heeft, waar door een Geheym kan uytwaessemen, als een Antilope Luchtgaaten heeft om Adem te scheppen; en ik weet 'er dit by, dat een Dame doorgaans het Nieuws uyt de eerste hand communiceert aan haar Kamenier, de Kamenier deelt dat nog snik heet meê aan de Keukenmeyd, de Keukemeyd lévert het bloedlaauw over aan de Lyfknegt, de Lyfknegt betrouwt het in handen van de Koetsier, en die trakteert 'er by nacht zijn Paerden op.","[(96, 104, 'plants'), (441, 449, 'animals'), (800, 807, 'animals')]",False,
"De takken van het elzenhout zijn afgescheurd, de blaêren deels verplukt, het effen grastapeet is vertrappeld.","[(18, 27, 'plants'), (49, 56, 'plants'), (83, 93, 'plants')]",False,
"Wout Iapick dan niet doen, Soo soud’ ick my gaen spoen, En gaet dan met mijn netjen voort, Om Visch van minder prijs, Al waert by droncke Lijs, Of by de Morssebel Klospoort: Kost ick dan Schol // Mijn Netjen vol, Dan soud’ ick met verlanghen, Loopen met de Zoo na huys, Latense mijn wijsjen buys // dadelijck over hangen.","[(94, 99, 'animals'), (187, 192, 'animals')]",False,
"Deze Kaart, een stereographisch ontwerp bevattende van een aanzienlijk gedeelte des sterrenhemels, stelt den weg voor, welken de komeet gedurende hare verschijning aan den schijnbaren sterrenhemel zal afleggen.",[],False,
"Die breidt haare vleugels uit, en beweegt ze, in de lugt, gelyk de vischjes hunne vinnen, in 't water, beweegen, en zoo vliegen zy daar heenen.","[(67, 75, 'animals')]",False,
"Ik was zo gelukkig geweest, dat ik drie Zebraas doodde; wel voldaan over dit gelukkig slaagen, keerde ik na onze Legerplaats te rug, op omtrent eene myl van de plaats, waar het jagtgeluk my dus begunstigd hadt, om last te geeven, dat men een wagen aanvoerde ter weghaalinge.","[(40, 47, 'animals')]",False,
De twee hazewindhonden lagen stervend op den vloer.,"[(8, 22, 'animals')]",False,
"Want daar maar twee te zaam Vergaard zijn in uw Naam, Wilg gy in 't midden weezen; Daal ne'er dan met uw geest, Hou in onz zielen-feest.",[],False,
"Mr. Gentiaan wordt, niettegenstaande zijne doctorale geleerdheid en scholastieke logica, op elk punt door de argumen-ten der desvoyés, die hem meest met bewijzen uit de H. Schrift aanvallen en in het naauw brengen (waar hij ook voor uitkomt) totaal geslagen; en telkens komt zijne bespottelijkheid en armzaligheid te meer aan het licht: ‘maar,’ zegt hij, ‘wat wilt gij?",[],False,
mijn jonge Eleen Ging gelijk een schaduw heen: Haar gelaat was schoon en blij...,[],False,
"Gaat hun gevoelen door, dan zoude deze naamsreden ook kunnen gegeven worden aan schop, scheppen, schepel, enz. Zie verder op Schaprade, en het Brem.","[(143, 147, 'plants')]",False,
"[Zaagkruid] ZAAGKRUID, zie zaagpeul.","[(1, 10, 'plants'), (27, 35, 'plants')]",False,
"Deur d'inghenomen Serpents fenijnighe pille, So is en blijft ons doen al een sondich bevlecken: Hoe seer wy ons berghen oft met Vijchbladers decken, Wy zijn tot allen goeden onnut, en dat so langhe Tot dat wy weer niet en zijn, en ons laten opwecken Van God die ons in Christo met lieflijcken ontfanghe Sal herbaren, wtworpen die sondighe anghe Des Serpents, en vertreden der slanghen hoot, Die inden mensch werckt, en ghewrocht heeft d'eeuwighe doot.",[],True,Multiple occurrences of 'Serpents' (animals)
"m.n.) alles behalve de Grieksche Venus geschilderd, wat ons te minder verwondert, daar wij een motto uit het Hoogelied daarboven geplaatst vinden.",[],False,
"zo voel, ô grootste hoop van 't volk, met je eene hand, in je zak, terwyl de ander den kop klout, en hang je dan je zegel niet aan myn zotheit, zo ben je nog dolder, als ik zelver dagt, die u mits dezen verzeker, dat ik in al dit myn schryven, op niemand in het bezonder heb geoogt, maar alleen een knuppel onder de Ganzen gooi, gelyk een Boere jongen past, om de grootste schreeuwer te houden, voor den geenen, dien ik meen.","[(316, 322, 'animals')]",False,
"Ten dien einde waren of maakten deeze guiten en oude regeeringen veelal de meeste Historieschryvers, Staatkundigen, Redenaars, Geestlyken, enz. aan zich dienstbaar, en deeze schreeven dikke en duistere boeken, verwarden onze denkbeelden en 't gezond menschenverstand, zeiden ons alles, behalven 't geen wy hadden moeten weeten, vergoodden onze geweldenaaren, en schroomden niet, om, zo ik my dus en toch te recht mag uitdrukken, zelfs - godslasteringen om den broode te spreeken, en den volke voor te prediken: voegt nu hier by, dat de volksvyanden, de magt en middelen om alle onderzoek en navorsching af te keeren in handen hebbende, dus niets onbeproefd lieten om onderzoek en verlichting te weeren, en de menigte als een hoop zwynen, gelyk men ons ook noemde en hieldt, voord te dryven.","[(730, 736, 'animals')]",False,
"De zaaden desgelyks van den echten Rhabarber, of den Rheum Palmatum, welke Plant wy nu op verscheide plaatzen onzes Lands ontmoeten, werden eerst aan Mr. baker gestuurd, door Dr. moun-sey, Lyfarts der Keizerinne van Rusland.","[(35, 44, 'plants'), (53, 67, 'plants')]",False,
"Geen boom, geen struik was heinde of verre te zien.","[(5, 9, 'plants'), (16, 22, 'plants')]",False,
De liefde van die visch tot den mensch.,"[(18, 23, 'animals')]",False,
"Met mijn overheerlijk geheugen, leerde ik weldra geheele zangen van de Koningin der Toovergodinnen van buiten; maar dat geheugen, ik moet er voor uitkomen, is steeds een uiterst eigenzinnige bondgenoot voor mij geweest, en ik zou aan hen, die mij daarover roemden, het antwoord hebben kunnen geven, hetwelk een oud opperhoofd der grenzen aan zekeren prediker gaf, welke hem met het zijne gelukwenschte: ‘Neen, Mijnheer, zulk een dienstvaardig geheugen, als gij meent, bezit ik niet; het onthoudt slechts wat mij bevalt, en gij zoudt mij, bij voorbeeld, uren lang kunnen voorspreken, zonder dat ik misschien in staat zou zijn, er mij een enkel woord van te herinneren.",[],False,
"2 Gelijk een schim op ’t onvoorzienst verdwijnt, Wanneer de zon niet langer schijnt, Gelijk een beeld, ’t geen ’t oog in ’t water ziet, Door ’t minste roeren gaat te niet; Zoo los, zoo bros is ook des menschen staat, Hij komt, hij bloeit, en hij vergaat.",[],False,
"Van de Kruyken Zo wordt ook geboogen het woord Week; evenwel zegt men ook Driemaal 's Weeks, zowel als Tweemaal ter weeke.",[],False,
"Men zette de plant te weeken, en dit aftreksel had weinig kracht.","[(13, 18, 'plants')]",False,
"(Hy valt bewusteloos neder.) (Eene stem zingt de volgende bezweering:) Als de maen schynt op de baren, En de glimworm in het gras; Graf-gestalten rustloos waren, 'T dwaellicht zweeft op moer en plas; Als, by 't sterverschietend stralen, De uilen krytend zich herhalen; Als het zwymend windje smacht, 'T blaedje rust in schaêuw der dalen, Werkt myn ziel op u in kracht Met een toovermerk en-magt.","[(109, 117, 'animals'), (240, 245, 'animals')]",False,
"Hij kon even goed den ratelenden donder en het gebrul der leeuwen nabootsen, als de teedere toonen van den nachtegaal; ook was, zoo lang dawoed leefde, geen toonkunstenaar of zanger in gansch Israël te vinden, dewijl niemand, die hem eenmaal gehoord had, immer meer in iets anders vermaak kon scheppen.","[(58, 65, 'animals'), (107, 117, 'animals')]",False,
"Om den schadelijken boom der bescherming kronkelen zich parasiten, zoo vast en onuitroeibaar, dat groeikracht en sappen in den bodem rondsom ook voor de edelste planten ontbreken.","[(20, 24, 'plants'), (161, 168, 'plants')]",False,
Roep vry: de Kristnen voor de Leeuwen!,"[(30, 37, 'animals')]",False,
"Het was eene heerlijke groene vlakte, met drie breedgetakte eikenboomen in het midden en een effen grasveld om crocket op te spelen.","[(60, 71, 'plants'), (99, 107, 'plants')]",False,
"; Ceresier, Bilderdijk, Arend, Nyhoff, Gedenkw.",[],False,
"G. Vertoont een reeds Steenagtig Buisje, waar uit de Bies reeds vergaan is, en naderhand met een nieuwe Steenige korst of laag omgroeid.","[(53, 57, 'plants')]",False,
Rosa!’ ontsprong met begeesterden galm uit zyne borst.,"[(0, 4, 'plants')]",False,
Zoo lang als 't beesje lei Was het kermis in de weî.,"[(16, 22, 'animals')]",False,
"Wyl ik, alom, van honden, van een snood Gespuis omringd, aan handen, voeten fel Doorgraaven, al myn' beend'ren ligtlyk tel, Aanschouwen 't veelen, Die, zig ten bait', myn' kleederen verdeelen, En werpen 't lot daarover; maar, o Heere!","[(18, 24, 'animals')]",False,
"God heeft dan onsen staet God heeft dan onsen Staeten Die doorne voor een tijd in hunne voet gelaten, Tot onser oefening, in christelijk geduld, Tot dat der boosheyd maet der boosen was vervuld.","[(58, 64, 'plants')]",False,
’ De staatsbeambte vond eene bijzondere pret in den gullen kout van den baas uit den Bonten Os.,"[(92, 94, 'animals')]",False,
"De vogel is gevlogen, zegt men van iemand, die zich ijlings weggepakt heeft.","[(3, 8, 'animals')]",False,
"Daar zyn 'er van verscheidene soorten, als de Krab met breede Pooten, verschillende van de andere met de Achterpooten die van onderen breed zyn; de geele Krab, met de Pooten lang en ruig; de gemarmerde Krab, wiens Kop glad en met verscheidene Kleuren versierd is; de witte Krab, en de Krab Soldaat genaamd.","[(46, 68, 'animals'), (148, 158, 'animals'), (191, 206, 'animals'), (267, 277, 'animals'), (285, 297, 'animals')]",False,
"Wilt u tot liefde spoeyen Met u Lieveken soo weest verblijt, Als Die Bloemkens bloeyen Al inden nieuwen tijdt, Hout u al bedwongen, Malkander u jonste doch biet, Maer wacht u van nijders Tongen, Soo wert ghy niet bespiet.","[(69, 78, 'plants')]",False,
"Als de ganzen in 't weiden onder den anderen vechtachtig zyn, en veel kakelen, dat beduid al onweder.","[(7, 13, 'animals')]",False,
"het Lisch verhaalt dat het zijne bloemen zijn, die als leliën in Frankrijk's wapen prijken.","[(55, 61, 'plants')]",False,
"heb toch medelij, Met de arme koe en ook met mij: Verloor ik haar, ik arme vrouw, 'k Wist niet waarvan ik leven zou.","[(30, 33, 'animals')]",False,
"X van de Vliegende Blaadjes: ‘de Volkssouvereiniteit en de stembus’, waarin de Heer Groen van Prinsterer, inderdaad met engelachtig geduld, de stelling heeft toegelicht - en zeker niet zonder diep besef van de noodzakelijkheid eener zoodanige toelichting, - dat de uitoefening van burgerschapsregten met de volkomen betrachting van alle christelijke pligten wel kan worden overeengebragt.",[],False,
Messire Litio dese dingen door sijn Wijf verhoort hebbende heeft haer met onwaerden (als die nu al out was) geantwoort wat Nachtegael ist in wiens sanc zy slapen wil?,"[(123, 133, 'animals')]",False,
"Verders heeft hy Regnerus de Graaf ook qualyk aangemerkt, dat het spongieuze gedeelte van de water-weg, (by my 't kleyn en dun zenuwagtig spongieus lighaam) langzamer hand aan den Eekel komende, meer en meer verdunt en tenger werd, en eyndelyk in den Eekel verdwynt.",[],False,
"Gheeft trouwelijck al sonder sparen, Soo sult ghy rechten loon vergaren, Ter noodt // die doodt En zonden lossen // de alemossen.",[],False,
"Wij willen, tot een staaltje van de wijze van behandeling, uit dezen brief eenige bijzonderheden aangaande de mieren overnemen.","[(110, 116, 'animals')]",False,
"De tanden van den tijger hadden in Si-Drono's dij eene vervaarlijke wond en zijne klaauwen op diens borst en been minder diepe, maar toch zeer bloedige sporen achtergelaten.","[(18, 24, 'animals')]",False,
