,sentence,label
1058,Hij moest dus Frankrijk geheel doortrekken om het verblijf van zijnen broeder te bereiken.,[]
1059,"HEt Schip gelijkt seer wel een Stad, ja kleyne-Wereld: Van buyten schoon Verguld, van binnen fray Bepereld.",[]
1060,"Nooit zullen wy meer, in huivering verstomd, wegzinken, als wy de schoone plaatzen uit den Messias van den grooten Klopstok leezen!",[]
1061,"Van die my t'onregt, haeten, Moet ik als Balling zyn; 'k Zal ligt uw glansryke oogen, Nooit weer aenschouwen mogen; 't Lot rukt my van uw af!",[]
1062,"Dees Heer was in 't Amasoon, Zeer vier en trots van leeden, Was liefmatig en zeer schoon, En vriendelyk van reeden, Zo als ook wel meerder zyn, Die z[...]n die schyn, Geeve[...] Heeren, [...] En als zy zyn by Mynheer in huys, Dan is 't een vry vertrekje, Maar is de Juffrouw dan niet tuys, Speele zy trekke bekje, Zo verandert de Heer in Juffrouw, En dat kwansuis voor de vrouw, Zo als 'er veele Heeren, Die hoertjes mimineeren.",[]
1063,"Wie dit niet gelooven wil, neme op een vriendelijken voorjaarsmorgen zelf de proef er van.",[]
1064,: kandelaarspijp.,"[(2, 16, 'plants')]"
1065,Zij het ons vergund een greep te doen in den rijkdom; en het zal onze ingenomenheid wettigen.,[]
1066,"de daadel is verlieft, Op d'ooftelooze wilg.","[(39, 43, 'plants')]"
1067,"Deze middelen zijn tweederlei te weten: A. Drukking- of verzekeringskleppen, B. Dampkringmeters (manometers).",[]
1068,"Wij mogen niets overnemen; anders hadden wij bl. 153 daartoe bestemd, uit zoo zeer veel, dat tot aanprijzing dienen kan.",[]
1069,"En, inderdaad, de toebereiding tot hetzelve, en de kundigheden om het geld te bewaren en te vermeerderen, hebben eene natuurlijke strekking om bekrompenbeid van hart voort te brengen.",[]
1070,"Frosch, borst niet Brust, traan met Zähre, Eng. tear; vrede met Goth.","[(0, 6, 'animals')]"
1071,"- maar Klio, Klio had men ongedeerd moeten laten!",[]
1072,Het uitlokken hiervan heeft allerminst in onze bedoeling gelegen.,[]
1073,"Ondertusschen zyn het niet alleen deeze Diertjes, die het vermogen bezitten, om het water lichtend te maaken, maar 'er bestaan ook verscheidene zoorten van Krabben en van groote slymerige Zeedieren, die zomwylen van den bodem der Zee opryzen, om derzelver oppervlakte te verlichten.","[(40, 48, 'animals'), (156, 163, 'animals'), (188, 197, 'animals')]"
1074,"Zy bewaaren deeze Aulis in kleine Doosjes met Kraalwerk, of Krokodils-Tanden verzierd.","[(60, 69, 'animals')]"
1075,"De Lugt scheen in 't Koningryk Napels helder, de Zon vertoonde zich bloedkleurig, en de Hemel in brand: (dit is wederom 't Noorderlicht.) 710.",[]
1076,"Ant. Dat Christus voor de oogen sijner jongeren van der aerden ten hemel is opgeheven, ende dat hy ons te goede daer is, tot dat hy weder komt, te oordeelen de levendige ende de doode.",[]
1077,v. in 't begin.,[]
1078,"Maar, wie heeft het, van den anderen kant, ooit aan virgilius verweten, dat hij de meesterstukken van homerus nagevolgd heeft, daar een gedicht, als de Eneïs, de vrucht dier navolging was?",[]
1079,"Derzelver tegen- en zamenstanden, die, van den beginne af, onderworpen geweest zyn aan onveranderlyke wetten, kunnen geheel niets toebrengen om reden te geeven van die oneindige verscheidenheid van characters en neigingen, welke wy onder de Menschen waarneemen.",[]
1080,"1 2 3 ende] der gene die qualick gehandelt worden, als of ghy oock selve qualick gehandelt] waert.",[]
1081,Tiende ghazele.,"[(7, 14, 'animals')]"
1082,"Ook noemt men het Fokekio, dat het Boek van uitmuntende Bloemen beteekent.","[(18, 25, 'plants'), (56, 63, 'plants')]"
1083,"De Indiaan jaagt daarom het dier met het geweer, met den lasso of met de zoogenaamde klem.","[(28, 32, 'animals')]"
1084,"Op de rivier Farindeah, in het binnenland van de Rio-Pongo, woont eene negerin, eene groote dame, zeer verkleefd aan Frankrijk, en welke meer dan 6000 slaven bezit; op verschillende punten der rivier heeft zij batterijen met kanons en zeer goed bediend door inlandsche kanoniers, welke zij zelve met de stukken heeft leeren omgaan.’ merkwaardige visch.","[(346, 351, 'animals')]"
1085,Treurspel in drie bedrijven.,[]
1086,"Sy hebben sich oock Meester gemaeckt van Mastricht, alwaer sy eenen schrickelijcken Moort bedreven hebben, plonderende en roovende alle der Borgeren huysen: de Duytsche knechten, daer sich de Burgers op verlieten, weerden haer seer weynigh ofte niet, maer hielpen selfs de Stadt plonderen.",[]
1087,Vrouwen en kinderen hooren gansch goed samen: zie wat ik durf.,[]
1088,"In de Corso Cavour, de Porta dei Borsari gezien, door sommigen voor een triomfboog, door anderen voor eene oude poort der stad, onder keizer Galienus (Ao.",[]
1089,"Daar wordt onder menschen wel eens van levenswijsheid gesproken; en men verstaat er dikwijls niets beters door dan de wijsheid die de wereldlingen hebben om in de wereld te huis en op hun gemak, geëerd en gegoed te zijn en meer en meer te worden.",[]
1090,Blydschap van my vliet.,[]
1091,"Zij was een bloem, gesproten Uit rein en edel bloed; Geen maagd bezat keur schoonheid, Geen man haar heldenmoed.","[(12, 17, 'plants')]"
1092,"Terstond verhief de Leeuw zijne manen, en sprong, onder geweldig brullen, op den Tijger los.","[(20, 25, 'animals'), (81, 87, 'animals')]"
1093,"Die furiën wilden, beneden aan den ingang, door het slaan met hunne pektoortsen, den weg versperren; doch de burgers, door een vreeselijk vuur langs achter geprest, drongen onstuimig voort, en terwijl de schaliedekker er eene met den hamer den kop insloeg, kliefde de slachter met zijne bijl eene andere de hersenpan.",[]
1094,"De rund'ren loeiden ook een lied; Maar hoe of waar ik zoek, Ik vind geen enkel koeienwoord In heel mijn woordenboek.","[(3, 11, 'animals')]"
1095,Zoo de pastoor zelt hem wilde zien?,[]
1096,Messire Litio dese dingen door sijn Wijf verhoort hebbende heeft haer met onwaerden (als die nu al out was) geantwoort wat Nachtegael ist in wiens sanc zy slapen wil?,"[(123, 133, 'animals')]"
1097,"Duin is een oud woord, welk reeds in de oudste gallische taal aangetroffen wordt, gelijk zoo vele namen bewijzen, die in dunum uitgaan.",[]
1098,"Alwie in den Gouden Leeuw bleef slapen, moest den grond voor legerplaets, den leuning eens stoels voor kussen en eenen bond stroo voor pluimen bezigen.","[(124, 129, 'plants')]"
1099,Den Dye-been-worm.,"[(4, 17, 'animals')]"
1100,"aan de kas heeft ontstolen, voegt hij er bij: ‘Ge ziet dus, dat de redactie gelijk had, toen ze mij verzekerde, dat je een laag schoelje waart.",[]
1101,"Als in een bangen droom was het, dat Clara haar vader voor zich zag nederstorten op den grond, dat ze een verward geroep om den dokter vernam, dat ze hem zag wegdragen, dat ze de brandende oogen van mevrouw Helmberg onafgebroken op zich gevestigd voelde, dat ze telkens weder de snerpende, sissende stem hoorde die daar vroeg: Wilt ge het weten, wie de man is, die Trudy Freilig bedroog?...............",[]
1102,"Dit is een Heester-Gewas, waar van men twee zoorten onderscheiden kan.","[(11, 24, 'plants')]"
1103,"welk een contrast tusschen rutger jan schimmelpenninck, loopende in een schamel jagtbuisje, 't geweer op den schouder, met een paar getrouwe honden, door de Twentsche velden, achter de hazen en patrijzen, en tusschen den Bataafschen Ambassadeur, spanserende in 't goud gekleed, door de antichambres, kabinetten en bureaux der Ministers!!!","[(141, 147, 'animals'), (185, 190, 'animals'), (194, 203, 'animals')]"
1104,"228 v. (de Cimbrische vloed), XIII.",[]
1105,"Zoo tegen zichzelven redenerende was hy de dreef doorgewandeld, welke van zyn huis naer een niet ver afgelegen boschje liep, en hier naderde hy een wooningsken, zoo gering van voorkomen, dat men wel opletten moest om het tusschen de linden en het klein gewas te onderscheiden.","[(233, 239, 'plants'), (247, 258, 'plants')]"
1106,"Ingevolge hiervan deelde hy ook, vooral toen hy tot hooger jaaren gekomen was, bestendig zeer diep in 's Vorsten agting; welke hy behield, schoon hy den laatsten Vorst meermaals, onbewimpeld, gantsch onaangenaame waarheden onder 't oog bragt; doch in welker voorstelling altoos duidelyk bleek, dat hy niet anders dan 's Vorsten eer, en des Ryks welweezen, bedoelde; van waar ze ook gemeenlyk by den Vorst ingang vond.",[]
1107,"Ei laat uw orgelkeeltjes paaren Met uwen ving'rendans, op blyde bruiloftssnaaren; Dus kunt gy beek, en meir, en vliet, In aandacht houden, door gezangen; Dus kan uw minnetokk'lend lied Uw Bruîgoms hart door de ooren vangen.",[]
1108,Bovendien zijt gij door den heer Ellis herkend geworden.,[]
1109,"En brachten d' Ezelinne meed', Met 't Veul, daer noyt een mensch op reed' Waer op s' haer kleed'ren leyden, En Christum setten boven op, Veel Volcks zijnd' op d' Olijfbergs top Op d' wegh haer kleed'ren spreyden: 4.","[(162, 172, 'plants'), (15, 23, 'animals'), (38, 42, 'animals')]"
1110,"De Schorpioenen by yemant gehandelt werdende, schijnen eerst wat te spelen, maer terstont daer na geven sy een doodelicken steeek.","[(3, 15, 'animals')]"
1111,"Mevrouw, wil van die zorg voor eeuwig u verschoonen; Verberg den waarden glans van uw bekoorlyk licht Voor haare minnenyd en toornig aangezicht: Wyk voor een trotse Vyandin, die, gantsch verbolgen, Als zy u zag, de drift mogt van haar woede volgen, En onrechtvaardig in u straffen de eed'le vlam, Welke in myn borst door uw schoone oogen oorsprong nam.",[]
1112,"Gelijk de ziel in 't menschenlichaam huist, Wone elk van u in een van deze boomen!","[(75, 81, 'plants')]"
1113,"Daar ginter Jonker, daar gy 't welig vee ziet grazen, En daar de bouwman dryft, de kouter door het land; Door die Valei, myn Heer, wat aan de linkerhand, Daar leid de weg, dicgy gemill hebt, kan 't u lusten Hier wat te blyven, en een weinig uit te rusten; 'k Zal u een man of drie toe zenden, die u voord Geleiden zullen, Heer, ter plaasze daar 't behoord.","[(37, 40, 'animals')]"
1114,"Ten derden over-loopt uwen heelen handel, en wandel, in-wendighe en uyt-wendighe sinnen, peyst waer, en met wie ghy gheweest zijt, wat ghy ghepeyst, gesproken en gedaen hebt, bidt dan ten vierden Godt met een oprecht berouw om ghenaede, ende ten vijfden sult ghy een vast opset maecken van in de sonden niet meer te her-vallen.",[]
1115,"6 Hy, die den wreeden hoop gebied, Gelijkt een leeuw.","[(47, 52, 'animals')]"
1116,De Ceylonsche olifanten zijn.,"[(3, 23, 'animals')]"
1117,Wij hopen dat de heer Eug.,[]
1118,"’ Het licht vattende klom de Gravinne met het kind naer boven, en kwam eenigen tyd daerna beneden by de twee vrouwen, die reeds lang ongeduldig op haer wachtten.",[]
1119,"- Maer, schinkt my eersteenen beker, ik heb het verdiend; van Couckelaere naer hier al beneden Lichtervelde door de bosschen, 't is een stekske dat gy meent!",[]
1120,"Staamlen toch kan slechts het kind, } Koor van knapen.",[]
1121,Christelijke Volks - Almanak.,[]
1122,Mijn geheel leven is mij voorbijgegaan in dit zalige uur!..,[]
1123,"Al maakt ook een werk geen aanspraak op wetenschappelijke waarde, al wil het niet meer dan handleiding zijn, het jaartal op den titel moet tegen den inhoud niet getuigen.",[]
1124,Wat loon voor 's Veldheers gunst!,[]
1125,Met hebben; naar de maat huppelen: wanneer ze 't kalf het deuntje leert naehuppelen.,"[(49, 53, 'animals')]"
1126,"DE Vader sondt zijn Soone het Woordt liberale, Daer de kleene kinderen mede waeren in erven, Want ghelijck alle Menschen doodt waren principale, Door Adams onghehoorsaemheydt altemale, En moesten al ghelijck den doodt daerom sterven, Soo sullen nu alle Menschen het Leven verwerven, Door Christus ghehoorsaemheydt, sterven en verrijsen: Nu kan Adams sonde gheen Kinders Zielen verderven Hoe wel dat David spreeckt om den Heere te prijsen: Ick ben van sondighen Zade, der Wormen spijsen, Gheboren, en mijn Moeder heeft my in sonden ontfaen: En of men hier uyt d'Erf-sonde wilde bewijsen, Christus heeft naer Davids doodt die al voldaen: Maer wanneer de Kinderen goedt en quaedt konnen verstaen, Hun eyghen sonden brenghen hun in 's doodts doleuren, Als zy het goede laten, ende 't quaede nae-gaen: Want Godt en haet gheen Menschen tot gheenen uren, Maer de sonde diese doen, doetse van Godt afschueren, Nochtans is't Godts wille niet, dat daer yemandt zy verlooren Daerom heeft Christus de doodt willen besueren, En laet noch alle menschen een goede middel hooren, Dat alle die hem ghelooven, en van nieuws zijn herbooren, Berouw bewijsen, ghenade bidden om deughts vermeeren, 't Gheloove is een vast betrouwen op 't Woordt des Heeren.","[(471, 477, 'animals')]"
1127,"De slang wierp een zoo duivelachtig boosaardigen blik den vlugtende achterna, dat ik onwillekeurig schrikte en terug sprong.","[(3, 8, 'animals')]"
1128,Er blijft voor ons en onze opvolgers nog een ruim veld ter bearbeiding open.,[]
1129,"De Lely tot sijn hulp verkoos, De Harp en de Roos, Te vernielen het gebloos, Van Gods Wetten te verpletten, Maeck 't geloov', Tot een roov'.","[(3, 7, 'plants'), (45, 49, 'plants')]"
1130,"Gij zoudt dan b.v., indien gij in het geval kwaamt, naar 't schijnt, de schuldigen aan de justitie helpen onttrekken?",[]
1131,"De wijl de soete Min, mijn Minnent hertje drijft, Dat het niet langer in zijn soete smerte blijft, Soo bidt ick, neer geknielt, uytmund' Herderinne, Dat ghy eens proeve thoont van ongeveynsde Minne, 't Schijnt met mijn stoute eys of ick de Goden tergh, Dat ick u, Philida, om mijn te Minne vergh; Moght Cloris dat geluck van Philida geschien, Dat Cloris waerdich waer u gunst tot hem te sien: Moght Cloris, goede Goon, dat luckich luck genieten, De Bergen, Bomen, ja de Cristalijne vlieten Van frische Beecken, en van suyvere water bron, Ia alles wat in 't Wout vermakingh geven kon: Dat soud' om Cloris luck, geluckelijck verblyen, De Vogeltjes in 't bosch: de bloempjes, daer de byen Haer soetheyt suygen uyt de dichte lom're blaen: Waer roos: waer Vyolet gemarmert onder staen: Dat al te samen, soud' in dubble vreucht geraecken, En over Cloris luck, een blyde lofsangh maecken.","[(457, 462, 'plants'), (662, 671, 'plants'), (740, 744, 'plants'), (751, 757, 'plants'), (636, 645, 'animals'), (681, 685, 'animals')]"
1132,"Is hunne warmte gelijk aan de onze, dan worden wij, bij hunne aanraking, noch koude noch warmte gewaar; is zij minder dan houden wij die lichamen voor koud.",[]
1133,Ende den leeu aan dander side hadde in sijn banniere die wapene van onse gheduchteghe vrauwe ende princersse.,"[(9, 13, 'animals')]"
1134,Dus lokt de helsche Spin De onvaste zielen in Het weefsel van zyn heilloos gaven Waar in hy hen verslind.,"[(20, 24, 'animals')]"
1135,"Ge weet, mijnheer, voor dien man, die zijn been heeft verstuikt met zoozeer te loopen toen hij die kat zag aan 't Huis van den Hollander?","[(99, 102, 'animals')]"
1136,"Smeertuit, bes der hagedoren.","[(19, 28, 'plants')]"
1137,"Dat als een boom onvruchtbaer komt te zijn, Den aerreinen verheft oock Godt.","[(12, 16, 'plants')]"
1138,"De Steel of Stam, die de Mergagtige zelfstandigheid bevat, gevoed door den Bast, en dikwyls verdeeld in verscheide zamengestelde Planten.","[(3, 8, 'plants'), (12, 16, 'plants'), (25, 51, 'plants'), (75, 79, 'plants'), (129, 136, 'plants')]"
1139,"‘En inderdaad, gelyk onze Autheur vervolgt, de overeenkomst tusschen de Aarde en de andere Planeeten is zo volkomen, dat, zo de Aarde gemaakt is om bewoond te worden, wy niet twyffelen kunnen, of de Planeeten zyn tot dat zelfde einde gemaakt; hy, die zulks weigerde te gelooven, zou even zo eigenzinnig zyn, als iemand, die, ten opzichte eener kudde schaapen, van verre gezien zynde, wilde beweeren, dat sommige zodanige ingewanden als de dieren kunnen hebben, en anderen slegts steenen bevatten.","[(350, 358, 'animals'), (439, 445, 'animals')]"
1140,"Verlede hulp pord de benerde sinnen, In allen tegenspoed, het hert te winnen Van die u eens behieuw.","[(62, 66, 'animals')]"
1141,"Daar doe ik noch by voor een Corollarium of toegift, dat een Duivel veel meer quaads kan doen aan 't Euangelium, dan vele Euangelische Pastoren daar in vorderen: also sy met al hunnen arbeid maar te rugge gingen, in die vijf jaren dat de geest van Bietka met haar toehield.",[]
1142,"Thans wordt een kanaal gegraven, dat in drie jaren voltooid moet zijn, en den stroom zelfs voor groote schepen bevaarbaar zal maken tot aan Pittsburg, hetgeen tot nu toe, wegens watervallen, niet mogelijk was.",[]
1143,"De priesters van het gouden kalf zijn onze magnaten, en brandkasten de hechtste steunpilaren van den troon.","[(28, 32, 'animals')]"
1144,Zij zullen te Brussel plaats hebben den 25n September.,[]
1145,"Zou het, zoo dacht ik, inderdaad niet mogelijk zijn, zooal geen nieuwe zinnebeelden uit te denken voor de begrippen, die Feizi daar verkondigde, dan toch vroegere weer te verlevendigen, die niet door enkele en alleenstaande godsdienststichters verzonnen werden, maar uit den waarlijk godsdienstig dichterlijken geest der volken zelven zijn voortgesproten.",[]
1146,"Maar het was niet eveneens met het volstrekt getal der soorten; zy waren in kleinen getale, en, zo men haar met dat der soorten van de oude wereld vergelykt, zal men bevinden, dat het misschien geen vierde, en ten hoogsten een derde gedeelte bedraagt.",[]
1147,"Menschlievend Jakobijn, schijnt gij u paelvast te ankeren Aen al wat strekt tot zielevreugd, En dringt den scherpen pijl in 't hart des zorgeloozen: Zoo speelt gij met den nacht en 't licht, Met gruweldaed en deugd, met doornenvliem en roozen, En spuwt den hemel in 't gezicht.","[(220, 232, 'plants'), (236, 242, 'plants')]"
1148,"NOch nauw des werrelts oogh' began ons toe te knicken Of stracx myn Macker was al aan het voghel-micken, Met 't langhe-roer ghelaa'n, bespieden 't waar het Wildt Loopt soecken om de kost, of waar 't sich houdt in stilt': Syn hondt (all's wel gheleert) die volght hem stil beneven, En kyckt vast waar de schoot met vanghst sal zyn gedreven: Ick die alleen myn lust hadd' in het schoone we'er, Nam aan een ander oort (om wandelen) myn keer, Tot dat ick aan een Vloedt, met lies en riet bewassen Quam om myn voeten daar of't gantsche lyf te wassen: Ick sach het water aan dat als een suyver glas (My alsNarciss' wel eer) volkomen spieghel was: Ick sach van onder op, (o Godt!) wie kan 't ghelooven.","[(471, 475, 'plants'), (479, 483, 'plants'), (90, 96, 'animals'), (225, 230, 'animals')]"
1149,"Bertha - de eigenares van eene groote hoeveelheid speelgoed - had de arme Louise, genoodigd een beetje met haar daarmeê in den tuin te komen spelen.",[]
1150,"De ampts-kleederen, ende de heylige kleederen der Priesteren worden gemaeckt, vers 1, etc. De Ephod, 2.",[]
1151,"on ne vit qu'à Paris; heerlijke, goddelijke stad.",[]
1152,Bij ontwikkeling van het oordeel is men beducht voor de toekomst van den godsdienst.,[]
1153,"Nu waren het klagende toonen, die uit het snarentuig opwelden, en de ruimte met treurigheid bezwangerden, of kreten van smart en jammer, die scherp en snydend door het oor gilden, gelyk het vreugdegekras der raven op het ontvleeschte rif eens armen zondaers; dan volle luidbare klanken, die als de bronzen, den godsdienste gewyde stemme, onder het hooge helklinkende gewelf krachtvol weergalmden, of verhevene verzuchtingen die, als de hemelsche toonen eener engelharp, het kokende bloed des spelers koelden en zyne gistende driften stilden.","[(208, 213, 'animals')]"
1154,"Een ander lid van dat geslacht, Morvidius, eens een reus ontmoetende, trok een boom uit den grond en sloeg er den reus meê dood.","[(79, 83, 'plants')]"
1155,"4 Doch 't hert beklemt, O Rijnsche Jeucht, Als ick aen u gedenck, En ghy, O Vliet, en Maere-vreucht, Jeucht, 'k sie u met een swenck, Vergaend', als roock, en mist, elende groot, Gesont, in't graf, wat ist, O hongers-noot.","[(10, 14, 'animals')]"
1156,"Als dit nommer van de Illustratie in de handen der lezers komt, is het winter en met hem weêr een tijd aangebroken, waarin veel gebrek en ellende geleden wordt.",[]
1157,"Men weet, dat de prijs van het zinnespel de hoogste belooning van een Landjuweel was.",[]
1158,En 't hert niet minder als de tonghe blijcken doet.,"[(6, 10, 'animals')]"
1159,Ook de planten leven door de lugt.,"[(7, 14, 'plants')]"
1160,"Myn leerwys wordt alom geprezen Zoo klaer is 't wat 'k hun voreleg, Dat men moet stom en ezel wezen Om niet te onthouden wat ik zeg.","[(89, 93, 'animals')]"
1161,o - t. h.m.c.v.o. Geschiedenis des Vaderlands door Mr. w.,[]
1162,"Bijbel en Lam, II.","[(10, 13, 'animals')]"
1163,"Hij was gehuwd met Maayken Jans, die in 1647 overleed, na hem vier dochters en zeven zonen te hebben geschonken.",[]
1164,Uw kijven en knorren zal een geheel ander uitwerksel hebben dan....,[]
1165,"Een nieu Liedt, na de wijse: Als men schreef duyst vijfhondert.",[]
1166,"‘Zie eens,’ riep op eens de teekenaar verrukt uit, ‘daar hebt ge de bruid van den kruisvaarder!",[]
1167,"Want hier worden meest Ceremoniale wetten gestelt, niet alleen van verscheydene soorten der offerhanden, van reyne ende onreyne, soo persoonen, als gedierten, van hooghtijden, ende vyerdagen; maer oock van de Priesteren ten aensien soo van hare persoonen, als van haer ampt.","[(148, 157, 'animals')]"
1168,"Ik gevoelde maar al te duidelijk, dat ik uwe liefde onwaardig was; ik wilde u dit openlijk komen belijden; aan uwe voeten wilde ik u komen bidden, om de banden, die onze Ouders geknoopt hadden, te helpen verscheuren; mijn Vader was woedend over mijn besluit.",[]
1169,"Wel is ‘t te klaghen // jae ‘t In dese daghen // quaet, ‘t Menichvuldigh verleyden, Sorghe te draghen // staet, Der Slanghen laghen // raet, End’ schalckheyt te onderscheyden.","[(116, 124, 'animals')]"
1170,"Kom, gy zult van my te vreden zyn...",[]
1171,"De tanden van den tijger hadden in Si-Drono's dij eene vervaarlijke wond en zijne klaauwen op diens borst en been minder diepe, maar toch zeer bloedige sporen achtergelaten.","[(18, 24, 'animals')]"
1172,Met vernuftige onbeschaamdheid werd Oldenbarnevelt's verdediging door zijne rechters bekentenis gedoopt en als ‘confessie’ in de processtukken geregistreerd.,[]
1173,Hier spiegelen zij zich in de blaauwe golven der havenkom; dáár werpen zij een betooverend schijnsel over de zachtbrandende golven der zee.,[]
1174,"Deze ontzaggelyke beker rustte op twee groote klauwen, wier scherpe punten het afschrikkend beeld voltooiden door eenen behendigen Viland afgeschetst.",[]
1175,"Wel is er gezegd, hetgeen de waarheid is, dat onze tegenwoordige naam rietvink (rietmosch) oudtijds roervink luidde, wat dezelfde beteekenis had.","[(70, 78, 'animals'), (100, 108, 'animals')]"
1176,Het onderwijs der jeugd.,[]
1177,"Dat gedeelte dan, niet elders in dergelijke werken aan te treffen, is wederom eene zeer doelmatige keuze uit de eigenschappen van sinussen enz., benevens de voorstellen en vraagstukken uit de vlakke en bolvormige driehoeksmeting.",[]
1178,"Een duister en ondoordringbaer woud overdekte een groot gedeelte dezer landstreek: het Ardennenbosch, wiens reuzenachtige boomen voorzeker, gedurende eeuwen van stilte, den storm der orkanen hadden wederstaen, nam zyn beginsel tegen de boorden der Schelde; van daer, zich uitbreidende naer het noordoosten, klom het over bergen en dalen, zich tot op de kruin der rotsen hechtende, tot by den Rhynstroom alwaer het Ardennenwond van de groote duitsche wouden afbrak.","[(122, 128, 'plants')]"
1179,"waarom niet geschreven eene brochure over den vogel Dodo, over het muntwezen, over de beroeping van Dr. Meijboom, Zaalberg - of een handboek voor voogden, notarissen, of Gereformeerde ouderlingen en leeken, om de zuiverheid der leer ter kennisse te brengen aan allen, die onzuiveren en ketters zijn?","[(52, 56, 'animals')]"
1180,"‘Ik heb zoo veel gedaan voor uwen God en uwe Heiligen, en hebben zij eenmaal ter mijner gunste beschikt, dat dit verraad mislukte?",[]
1181,"'t Wangeroogsch komt met het Oudfriesch overeen inzooverre het hûsu met behoud der u, gelijk Oudfriesch mûthu, heeft.",[]
1182,"Psalm der kinderen Chore, hooch te singen.",[]
1183,Misschien komt gy wel tot andere gedachten.,[]
1184,"De dieren zelfs, de honden inzonderheid, toonen in die kunst geene vreemdelingen te zijn; zelden koomen zij bij iemand, of vleien denzelven, die zij gevoelen of opmerken, dat hun vijandig is; gestaadig is hun oog op hunnen meester gevestigd, zijn de trekken van zijn gelaat norsch, en onvriendelijk, zij durven zich naauwlijks verroeren, of beweegen; doch zijn de rimpels van het voorhoofd opgeklaard, met welk eene vreugde likken en streelen zij als dan hunnen weldoener.","[(3, 9, 'animals'), (20, 26, 'animals')]"
1185,"Ziet hoe hij aller blikken, aller kreeten En wapenen en paarden weêrstand biedt!","[(56, 63, 'animals')]"
1186,O lieve Hemel!,[]
1187,"Uit een tweede, een derde benting, ja tot uit zes bentings wordt achtereenvolgens de overvallen bezetting verdreven.",[]
1188,"Doch indien daar toe tyd of geleegenheid ontbreekt, moet men ten minsten tragten, het kind eens in voorraad, op zulke plaatsen te brengen, en aldaar aan 't zelve, die groenten, vrugten, &c. aan te wyzen, op dat hy 'er zig vervolgens, by 't leezen van 't gesprekje, des te beeter denkbeelden van moge maaken.","[(167, 175, 'plants'), (177, 184, 'plants')]"
1189,156 Asarum; zie Mans-ooren.,"[(4, 10, 'plants')]"
1190,Olijftak.,"[(0, 8, 'plants')]"
1191,"Breede paden, sierlijke boomen heestergroepen, veelkleurige bloemperken omringen een groote, ompaalde weide, waar runderen en paarden van edele rassen het goede der aarde op hunne wijze genieten.","[(24, 30, 'plants'), (31, 45, 'plants'), (60, 71, 'plants'), (114, 122, 'animals'), (126, 133, 'animals')]"
1192,"Maer in alle dingen bewijst U Dienaers Godts te wesen, Dat deught uyt u geloove rijst, En wetenheydt in desen: Verlaet u niet op den naem jent; De Boom werdt aen sijn vrucht bekent, Alsoo wy klaerlijck lesen.","[(147, 151, 'plants')]"
1193,"Ick soude machts ghenoegh over my selven ghehadt hebben, om niet te laten blycken de ongheneughte die my dit singhen aendede, ten zy een yeghelijck my aenghesien hadde: ende sonder Daphnis ick en weet niet wat van my gheworden soude hebben: maer sy vol van bescheydenheyt, sonder te verwachten het eynde van 't Liedeken, brack het in deser voeghen af, haer selven na my keerende.",[]
1194,"Een proces begon dáár vóór de rechtbank, die geheel in den geest der ‘Fortschritts’-partij was saâmgesteld, zóó zelfs dat het openbaar ministerie het scheen op te nemen voor de door Lassalle gehoonde parlements-leden.",[]
1195,"De Heer de la motte heeft beweerd, dat de verzen niet weezenlyk tot de Toneelstukken behoorden: om dit denkbeeld, op zichzelven genomen, zeer wel te verdeedigen, te staaven, heeft hy tegen de Dichtkunst geschreeven, en daar door niets anders uitgevoerd, dan zyne zaak benadeeld: hem stondt niets meer te doen, dan tegen de Muzyk te schryven, om te bewyzen dat de zang niet weezenlyk tot een Treurspel behoort.",[]
1196,"Gij zult dan voor mij, voor den koning van Rome, en voor de keizerin doen, wat gij verpligt zijt te doen.",[]
1197,"Mispryst overal de plunderingen en verwoestingen, die men, onder den schyn van het huis van Oranje dienst te doen, heeft aangericht: verklaart zelf, D. II.",[]
1198,Wespen.,"[(0, 6, 'animals')]"
1199,"Zoo lezen we op pag. 43 en 119: anborstige menschen oft die cort van borste zijn; op pag. 448: de anborstige oft die eng van borste zijn; op pag. 1328 anborstig ende cort van adem; op pag 101: aenborsticheytanborsticheyt oft cortheyt des adems; op pag. 222: cortheyt van aessem ende amborsticheyt; op pag 129: Dit cruydt is goed voor de amborsticheyt oft degene die heuren adem niet wel verhalen en connen; pag. 405, 480, 483, 493, 501 enz. enz. enz. engborstigheyt; 443 enz. enz. enz. engborstig; 510 enz. enz. enz. corticheyt of engicheyt op (of van) de borst.","[(314, 320, 'plants')]"
1200,v. Ned. zeew.,[]
1201,Zij werd verkregen door het stelsel van de enkele overbrenging.,[]
1202,"Zij reden echter op geen ezeltje, maar sukkelden, met slependen gang, de achterbuurten rond.","[(25, 32, 'animals')]"
1203,Men heeft in Indiën ene vreeslyke menigte van Mieren.,"[(46, 52, 'animals')]"
1204,"En hierop plotseling zijn paard op de achterpooten doende omwenden, reed hij Lerwick weder uit langs denzelfden weg, waarop hij er gekomen was, doch niet zonder alvorens nog een' vurigen blik op de schoone eda geworpen te hebben.","[(26, 31, 'animals')]"
1205,"Komt wenschelijcke doot, En verlicht desen romp in u gheruste schoot.",[]
